,test_name,code_len,dumb_dyn_slice,dyn_slice,pruned_slice,dumb_dyn_slice_len,pruned_slice_len,dyn_slice_len,runtime_bare_test,runtime_tracing_augmented_test,runtime_dyn_slice,runtime_pruned_slice,perf_runtime_bare_test,perf_runtime_tracing_augmented_test,perf_runtime_dyn_slice,perf_runtime_pruned_slice,len_exec_trace,test_result,sliced_result_equal_to_bare,exception,stage,num_boolops_pruned_sliced,num_lines_with_boolops_pruned_sliced,num_boolops_dyn_sliced,num_lines_with_boolops_dyn_sliced,num_boolops,num_lines_with_boolops,benchmark,test_status
23185,benchmark/refactory/data/question_3/code/wrong/wrong_3_279.py#0:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23186,benchmark/refactory/data/question_3/code/wrong/wrong_3_279.py#1:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23188,benchmark/refactory/data/question_3/code/wrong/wrong_3_279.py#3:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23189,benchmark/refactory/data/question_3/code/wrong/wrong_3_279.py#4:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23190,benchmark/refactory/data/question_3/code/wrong/wrong_3_279.py#5:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23191,benchmark/refactory/data/question_3/code/wrong/wrong_3_280.py#0:,,,,,,,,,,,,,,,,,,,"<class 'AttributeError'>(""'tuple' object has no attribute 'append'"",)",bare execution,,,,,0,0,refactory,Not executable
23192,benchmark/refactory/data/question_3/code/wrong/wrong_3_280.py#1:,,,,,,,,,,,,,,,,,,,"<class 'AttributeError'>(""'tuple' object has no attribute 'append'"",)",bare execution,,,,,0,0,refactory,Not executable
23194,benchmark/refactory/data/question_3/code/wrong/wrong_3_280.py#3:,,,,,,,,,,,,,,,,,,,"<class 'AttributeError'>(""'tuple' object has no attribute 'append'"",)",bare execution,,,,,0,0,refactory,Not executable
23195,benchmark/refactory/data/question_3/code/wrong/wrong_3_280.py#4:,,,,,,,,,,,,,,,,,,,"<class 'AttributeError'>(""'tuple' object has no attribute 'append'"",)",bare execution,,,,,0,0,refactory,Not executable
23196,benchmark/refactory/data/question_3/code/wrong/wrong_3_280.py#5:,,,,,,,,,,,,,,,,,,,"<class 'AttributeError'>(""'tuple' object has no attribute 'append'"",)",bare execution,,,,,0,0,refactory,Not executable
23197,benchmark/refactory/data/question_3/code/wrong/wrong_3_281.py#0:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23198,benchmark/refactory/data/question_3/code/wrong/wrong_3_281.py#1:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23200,benchmark/refactory/data/question_3/code/wrong/wrong_3_281.py#3:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23201,benchmark/refactory/data/question_3/code/wrong/wrong_3_281.py#4:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23202,benchmark/refactory/data/question_3/code/wrong/wrong_3_281.py#5:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23203,benchmark/refactory/data/question_3/code/wrong/wrong_3_282.py#0:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23204,benchmark/refactory/data/question_3/code/wrong/wrong_3_282.py#1:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23206,benchmark/refactory/data/question_3/code/wrong/wrong_3_282.py#3:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23207,benchmark/refactory/data/question_3/code/wrong/wrong_3_282.py#4:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23208,benchmark/refactory/data/question_3/code/wrong/wrong_3_282.py#5:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>('can only concatenate tuple (not ""int"") to tuple',)",bare execution,,,,,0,0,refactory,Not executable
23209,benchmark/refactory/data/question_3/code/wrong/wrong_3_284.py#0:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'ls' is not defined"",)",bare execution,,,,,1,1,refactory,Not executable
23210,benchmark/refactory/data/question_3/code/wrong/wrong_3_284.py#1:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'ls' is not defined"",)",bare execution,,,,,1,1,refactory,Not executable
23212,benchmark/refactory/data/question_3/code/wrong/wrong_3_284.py#3:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'ls' is not defined"",)",bare execution,,,,,1,1,refactory,Not executable
23213,benchmark/refactory/data/question_3/code/wrong/wrong_3_284.py#4:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'ls' is not defined"",)",bare execution,,,,,1,1,refactory,Not executable
23214,benchmark/refactory/data/question_3/code/wrong/wrong_3_284.py#5:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'ls' is not defined"",)",bare execution,,,,,1,1,refactory,Not executable
23227,benchmark/refactory/data/question_3/code/wrong/wrong_3_288.py#0:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23228,benchmark/refactory/data/question_3/code/wrong/wrong_3_288.py#1:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23230,benchmark/refactory/data/question_3/code/wrong/wrong_3_288.py#3:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23231,benchmark/refactory/data/question_3/code/wrong/wrong_3_288.py#4:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23232,benchmark/refactory/data/question_3/code/wrong/wrong_3_288.py#5:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23233,benchmark/refactory/data/question_3/code/wrong/wrong_3_289.py#0:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_lst' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23234,benchmark/refactory/data/question_3/code/wrong/wrong_3_289.py#1:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_lst' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23235,benchmark/refactory/data/question_3/code/wrong/wrong_3_289.py#2:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_lst' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23236,benchmark/refactory/data/question_3/code/wrong/wrong_3_289.py#3:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_lst' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23237,benchmark/refactory/data/question_3/code/wrong/wrong_3_289.py#4:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_lst' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23238,benchmark/refactory/data/question_3/code/wrong/wrong_3_289.py#5:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_lst' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23239,benchmark/refactory/data/question_3/code/wrong/wrong_3_290.py#0:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'element' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23240,benchmark/refactory/data/question_3/code/wrong/wrong_3_290.py#1:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'element' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23242,benchmark/refactory/data/question_3/code/wrong/wrong_3_290.py#3:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'element' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23243,benchmark/refactory/data/question_3/code/wrong/wrong_3_290.py#4:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'element' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23244,benchmark/refactory/data/question_3/code/wrong/wrong_3_290.py#5:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'element' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23245,benchmark/refactory/data/question_3/code/wrong/wrong_3_291.py#0:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'newlist' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23246,benchmark/refactory/data/question_3/code/wrong/wrong_3_291.py#1:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'newlist' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23248,benchmark/refactory/data/question_3/code/wrong/wrong_3_291.py#3:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'newlist' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23249,benchmark/refactory/data/question_3/code/wrong/wrong_3_291.py#4:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'newlist' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23250,benchmark/refactory/data/question_3/code/wrong/wrong_3_291.py#5:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'newlist' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23275,benchmark/refactory/data/question_3/code/wrong/wrong_3_296.py#0:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23276,benchmark/refactory/data/question_3/code/wrong/wrong_3_296.py#1:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23277,benchmark/refactory/data/question_3/code/wrong/wrong_3_296.py#2:,,,,,,,,,,,,,,,,,,,"<class 'IndexError'>('list index out of range',)",bare execution,,,,,0,0,refactory,Not executable
23278,benchmark/refactory/data/question_3/code/wrong/wrong_3_296.py#3:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23279,benchmark/refactory/data/question_3/code/wrong/wrong_3_296.py#4:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23280,benchmark/refactory/data/question_3/code/wrong/wrong_3_296.py#5:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23281,benchmark/refactory/data/question_3/code/wrong/wrong_3_297.py#0:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23282,benchmark/refactory/data/question_3/code/wrong/wrong_3_297.py#1:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23283,benchmark/refactory/data/question_3/code/wrong/wrong_3_297.py#2:,,,,,,,,,,,,,,,,,,,"<class 'IndexError'>('list index out of range',)",bare execution,,,,,0,0,refactory,Not executable
23284,benchmark/refactory/data/question_3/code/wrong/wrong_3_297.py#3:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23285,benchmark/refactory/data/question_3/code/wrong/wrong_3_297.py#4:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23286,benchmark/refactory/data/question_3/code/wrong/wrong_3_297.py#5:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),bare execution,,,,,0,0,refactory,Not executable
23293,benchmark/refactory/data/question_3/code/wrong/wrong_3_299.py#0:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23294,benchmark/refactory/data/question_3/code/wrong/wrong_3_299.py#1:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23296,benchmark/refactory/data/question_3/code/wrong/wrong_3_299.py#3:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23297,benchmark/refactory/data/question_3/code/wrong/wrong_3_299.py#4:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23298,benchmark/refactory/data/question_3/code/wrong/wrong_3_299.py#5:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23301,benchmark/refactory/data/question_3/code/wrong/wrong_3_300.py#2:,,,,,,,,,,,,,,,,,,,"<class 'UnboundLocalError'>(""local variable 'x' referenced before assignment"",)",bare execution,,,,,0,0,refactory,Not executable
23305,benchmark/refactory/data/question_3/code/wrong/wrong_3_301.py#0:,,,,,,,,,,,,,,,,,,,"<class 'IndexError'>('list index out of range',)",bare execution,,,,,0,0,refactory,Not executable
23306,benchmark/refactory/data/question_3/code/wrong/wrong_3_301.py#1:,,,,,,,,,,,,,,,,,,,"<class 'IndexError'>('list index out of range',)",bare execution,,,,,0,0,refactory,Not executable
23308,benchmark/refactory/data/question_3/code/wrong/wrong_3_301.py#3:,,,,,,,,,,,,,,,,,,,"<class 'IndexError'>('list index out of range',)",bare execution,,,,,0,0,refactory,Not executable
23309,benchmark/refactory/data/question_3/code/wrong/wrong_3_301.py#4:,,,,,,,,,,,,,,,,,,,"<class 'IndexError'>('list index out of range',)",bare execution,,,,,0,0,refactory,Not executable
23310,benchmark/refactory/data/question_3/code/wrong/wrong_3_301.py#5:,,,,,,,,,,,,,,,,,,,"<class 'IndexError'>('list index out of range',)",bare execution,,,,,0,0,refactory,Not executable
23311,benchmark/refactory/data/question_3/code/wrong/wrong_3_303.py#0:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23312,benchmark/refactory/data/question_3/code/wrong/wrong_3_303.py#1:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23314,benchmark/refactory/data/question_3/code/wrong/wrong_3_303.py#3:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23315,benchmark/refactory/data/question_3/code/wrong/wrong_3_303.py#4:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23316,benchmark/refactory/data/question_3/code/wrong/wrong_3_303.py#5:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23317,benchmark/refactory/data/question_3/code/wrong/wrong_3_304.py#0:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23318,benchmark/refactory/data/question_3/code/wrong/wrong_3_304.py#1:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23320,benchmark/refactory/data/question_3/code/wrong/wrong_3_304.py#3:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23321,benchmark/refactory/data/question_3/code/wrong/wrong_3_304.py#4:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23322,benchmark/refactory/data/question_3/code/wrong/wrong_3_304.py#5:,,,,,,,,,,,,,,,,,,,"<class 'TypeError'>(""'int' object is not iterable"",)",bare execution,,,,,0,0,refactory,Not executable
23323,benchmark/refactory/data/question_3/code/wrong/wrong_3_305.py#0:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_list' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23324,benchmark/refactory/data/question_3/code/wrong/wrong_3_305.py#1:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_list' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23326,benchmark/refactory/data/question_3/code/wrong/wrong_3_305.py#3:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_list' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23327,benchmark/refactory/data/question_3/code/wrong/wrong_3_305.py#4:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_list' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23328,benchmark/refactory/data/question_3/code/wrong/wrong_3_305.py#5:,,,,,,,,,,,,,,,,,,,"<class 'NameError'>(""name 'new_list' is not defined"",)",bare execution,,,,,0,0,refactory,Not executable
23341,benchmark/refactory/data/question_4/code/correct/correct_4_001.py#0:,,,,,,,,,,,,,,,,,,,"<class 'slicing.slicing_exceptions.SlicingException'>('Lambda not supported',)",trace,,,,,0,0,refactory,Not supported
23342,benchmark/refactory/data/question_4/code/correct/correct_4_001.py#1:,,,,,,,,,,,,,,,,,,,"<class 'slicing.slicing_exceptions.SlicingException'>('Lambda not supported',)",trace,,,,,0,0,refactory,Not supported
23343,benchmark/refactory/data/question_4/code/correct/correct_4_001.py#2:,,,,,,,,,,,,,,,,,,,"<class 'slicing.slicing_exceptions.SlicingException'>('Lambda not supported',)",trace,,,,,0,0,refactory,Not supported
23344,benchmark/refactory/data/question_4/code/correct/correct_4_001.py#3:,,,,,,,,,,,,,,,,,,,"<class 'slicing.slicing_exceptions.SlicingException'>('Lambda not supported',)",trace,,,,,0,0,refactory,Not supported
23345,benchmark/refactory/data/question_4/code/correct/correct_4_001.py#4:,,,,,,,,,,,,,,,,,,,"<class 'slicing.slicing_exceptions.SlicingException'>('Lambda not supported',)",trace,,,,,0,0,refactory,Not supported
23346,benchmark/refactory/data/question_4/code/correct/correct_4_001.py#5:,,,,,,,,,,,,,,,,,,,"<class 'slicing.slicing_exceptions.SlicingException'>('Lambda not supported',)",trace,,,,,0,0,refactory,Not supported
23359,benchmark/refactory/data/question_4/code/correct/correct_4_308.py#0:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23360,benchmark/refactory/data/question_4/code/correct/correct_4_308.py#1:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23361,benchmark/refactory/data/question_4/code/correct/correct_4_308.py#2:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23362,benchmark/refactory/data/question_4/code/correct/correct_4_308.py#3:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23363,benchmark/refactory/data/question_4/code/correct/correct_4_308.py#4:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23364,benchmark/refactory/data/question_4/code/correct/correct_4_308.py#5:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23365,benchmark/refactory/data/question_4/code/correct/correct_4_294.py#0:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23366,benchmark/refactory/data/question_4/code/correct/correct_4_294.py#1:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23367,benchmark/refactory/data/question_4/code/correct/correct_4_294.py#2:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23368,benchmark/refactory/data/question_4/code/correct/correct_4_294.py#3:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23369,benchmark/refactory/data/question_4/code/correct/correct_4_294.py#4:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23370,benchmark/refactory/data/question_4/code/correct/correct_4_294.py#5:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23377,benchmark/refactory/data/question_4/code/correct/correct_4_042.py#0:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23378,benchmark/refactory/data/question_4/code/correct/correct_4_042.py#1:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23379,benchmark/refactory/data/question_4/code/correct/correct_4_042.py#2:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23380,benchmark/refactory/data/question_4/code/correct/correct_4_042.py#3:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23381,benchmark/refactory/data/question_4/code/correct/correct_4_042.py#4:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23382,benchmark/refactory/data/question_4/code/correct/correct_4_042.py#5:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23383,benchmark/refactory/data/question_4/code/correct/correct_4_048.py#0:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23384,benchmark/refactory/data/question_4/code/correct/correct_4_048.py#1:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23385,benchmark/refactory/data/question_4/code/correct/correct_4_048.py#2:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23386,benchmark/refactory/data/question_4/code/correct/correct_4_048.py#3:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23387,benchmark/refactory/data/question_4/code/correct/correct_4_048.py#4:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23388,benchmark/refactory/data/question_4/code/correct/correct_4_048.py#5:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23395,benchmark/refactory/data/question_4/code/correct/correct_4_026.py#0:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23396,benchmark/refactory/data/question_4/code/correct/correct_4_026.py#1:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23397,benchmark/refactory/data/question_4/code/correct/correct_4_026.py#2:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23398,benchmark/refactory/data/question_4/code/correct/correct_4_026.py#3:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23399,benchmark/refactory/data/question_4/code/correct/correct_4_026.py#4:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23400,benchmark/refactory/data/question_4/code/correct/correct_4_026.py#5:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23401,benchmark/refactory/data/question_4/code/correct/correct_4_128.py#0:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23402,benchmark/refactory/data/question_4/code/correct/correct_4_128.py#1:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23403,benchmark/refactory/data/question_4/code/correct/correct_4_128.py#2:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23404,benchmark/refactory/data/question_4/code/correct/correct_4_128.py#3:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23405,benchmark/refactory/data/question_4/code/correct/correct_4_128.py#4:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23406,benchmark/refactory/data/question_4/code/correct/correct_4_128.py#5:,,,,,,,,,,,,,,,,,,,<class 'timeout_decorator.timeout_decorator.TimeoutError'>(),run sliced,,,,,0,0,refactory,Timeout during sliced code execution
23407,benchmark/refactory/data/question_4/code/correct/correct_4_012.py#0:,,,,,,,,,,,,,,,,,,,"<class 'slicing.slicing_exceptions.SlicingException'>('Lambda not supported',)",trace,,,,,0,0,refactory,Not supported
